date_scraped,url,lat,lon,address,city,state,zip,price,beds,baths,half_baths,sq_ft,sqft_lot,acres_lot,status,price_sq_ft,on_realtor,type,built,style,description
03/31/2019,https://www.realtor.com/realestateandhomes-detail/1236-Clifftop-Ln_Dallas_TX_75208_M88148-33182,,,1236 Clifftop Ln,Dallas,TX,75208.0,337000.0,2.0,2.0,1.0,1315.0,2526.0,,Pending,256,340 days,Single Family Home,2018.0,"Contemporary,Modern","NOW PRE-SELLING PSW's newest Dallas community, Meridian! Located in happening West Dallas, Meridian is comprised of 53 clifftop urban homes overlooking downtown & the ever-expanding Trinity River Corridor Project's offerings of hike-bike trails, fabulous food, & eclectic seasonal events. Combine this neighborhood energy with home designs that live large in small footprints, & you have an amazing value opportunity for buyers to get more for their dollar than ever before. Standard high efficiency spray foam insulation & optional solar panels equal lower utility bills! Purchase now, pre-construction, and have the opportunity to design your home's color pallet and finishes! First move-in's estimated Late 2018."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/2601-John-West-Rd_Dallas_TX_75228_M76890-32728,32.807938,-96.668864,2601 John West Rd,Dallas,TX,75228.0,500000.0,,,,,,3.22,Active,,177 days,Land,,,"Three acre pad site available next to Eastfield College and Pepsico. Adjacent to future 7-Eleven, this pad will service the demand from the Industrial and business parks south of I-30."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/4222-Roseland-Ave-106_Dallas_TX_75204_M87947-82883,32.801481,-96.78325799999999,4222 Roseland Ave Unit 106,Dallas,TX,75204.0,415000.0,2.0,2.0,1.0,1873.0,8015.0,,Pending,222,401 days,Condo/Townhome/Row Home/Co-Op,2018.0,"Contemporary,Modern","EcoView Homes offers 12 contemporary designs. Minutes from downtown Dallas & entertainment on lower Greenville & Uptown you can live in the middle of all the action while enjoying the peace & serenity of a quiet street. You'll save energy thanks to Spray Foam Encapsulation Insulation, 100% LED lighting, WaterSense, Energy Star, & low E Argon gas windows - resulting in remarkable HERS scores in the low 40s & low elect bills! Carrara marble tops, quartz islands, Red Oak hardwood floors, Samsung appliances, covered balconies off the living room, 8' doors, gated & fenced front yards, & a 1st floor office area. Eco View Homes look great on the outside, but the Eco View difference is how they're built on the inside!"
03/31/2019,https://www.realtor.com/realestateandhomes-detail/5309-Ellsworth-Ave_Dallas_TX_75206_M74652-61507,32.833864,-96.778483,5309 Ellsworth Ave,Dallas,TX,75206.0,,4.0,3.0,,2060.0,,0.25,Sold,No Info,,Single Family Home,2018.0,,", - BRAND NEW FLOORPLAN H at PSW's 5300 Glencoe Park community. ONLY 2 AVAILABLE! Corner lot fronting Glencoe Park. Modern green home in the heart of urban Dallas! New build gem features high quality amenities throughout. Contemporary design boasts tons of natural light, walk-in closets, high ceilings, open concept living and an oversized 2 car garage. State-of-the art energy efficiencies: spray foam insulation, Telsa 3kw solar system, dual pane low-e windows, & tankless water heater. Ideal location minutes from downtown, SMU, White Rock Lake, walkable to Mockingbird Station, Greenville Ave. just steps from Glencoe Park & the Katy Trail. Stonewall Jackson Elementary!"
03/31/2019,https://www.realtor.com/realestateandhomes-detail/2777-S-Ledbetter-Dr_Dallas_TX_75211_M79243-75656,32.714989,-96.918784,2777 S Ledbetter Dr,Dallas,TX,75211.0,1850000.0,,,,,,35.0,Active,,221 days,Land,1980.0,,"Excellent location for a planned community, only 15 min away from downtown, beautiful topography with views of the city skyline, near major freeways, mountain creek lake as well as bars and restaurants. Current survey and lot has recently been cleaned and trimmed, lots of savings there. This is the one!"
03/31/2019,https://www.realtor.com/realestateandhomes-detail/449-Sunrise-Ridge-Dr_Dallas_TX_75032_M82880-13297,,,449 Sunrise Ridge Dr Lot 12,Dallas,TX,75032.0,199900.0,,,,,,0.72,Pending,,206 days,Land,,,Welcome to Texas living with a serene lifestyle in Ridge Lakes of Heath. Experience luxury living with an opportunity to build stunning forward-thinking properties. Take an adventure on breathtaking lots along beautiful views and eco-friendly water preserves. Located within minutes from Lake Ray Hubbard in one of the top-rated school districts in Texas. Ridge Lakes embraces the low-key lifestyle while offering city amenities in nearby Rockwall.
03/31/2019,https://www.realtor.com/realestateandhomes-detail/3743-Panalero-Ln_Dallas_TX_75209_M80780-76757,32.826926,-96.818551,3743 Panalero Ln,Dallas,TX,75209.0,,3.0,2.0,2.0,2750.0,2657.0,,Sold,No Info,,Condo/Townhome/Row Home/Co-Op,2018.0,,", - NEW DAVID WEEKLEY THREE STORY HOME in the heart of Oak Lawn. This single family home offers 3 bedrooms, 2.5 baths, hardwood flooring throughout with beautiful granite counter tops and 2 car garage. Very open floor plan with large ROOF TOP DECK perfect for entertaining. Community features swimming pool, covered pavillion, and dog parks. Convenient location less than one mile from the N. Dallas Tollway with easy access to Downtown Dallas all its hot spots. Ask about outstanding green features with guaranteed heating and cooling usage, new home warranty, and the David Weekley Homes reputation!"
03/31/2019,https://www.realtor.com/realestateandhomes-detail/115-W-9th-St_Dallas_TX_75208_M88280-83841,32.746621000000005,-96.823488,115 W 9th St Lot 7,Dallas,TX,75208.0,300000.0,,,,,5837.0,,Active,,222 days,Land,1920.0,,"MU-1 City of Dallas with multiple uses, development of moderate density retail, office, and or multifamily, residential uses in combination of single or contiguous building sites. Please see MLS document attached. Great lot and location."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/803-N-Boulevard-Ter_Dallas_TX_75211_M70883-66879,32.75248,-96.858246,803 N Boulevard Ter,Dallas,TX,75211.0,210000.0,2.0,,,1120.0,,0.31,Pending,188,496 days,Single Family Home,1938.0,Traditional,Quaint home on large lush lot minutes from Bishop Arts District! Close to Stevens Park Golf Course and easy access to both I-30 W and I-35 S. Well-maintained home ready for you to add your own personal touches! Oversized front porch opens to large living room attached to dining room. Eat-at kitchen and breakfast nook both access back yard. Windows with moulding details throughout! Quiet back yard backs to peaceful creek and could serve as your very own private oasis! Be sure to check out the 3D Model and Virtual Tour!
03/31/2019,https://www.realtor.com/realestateandhomes-detail/9350-Bruton-Rd_Dallas_TX_75217_M75787-31440,32.748302,-96.661006,9350 Bruton Rd,Dallas,TX,75217.0,80000.0,,,,,,1.64,Active,,256 days,Land,,,Great location! This is a 1.643 acre property has been cleared of trees and leveled out. Ready to build on at your leisure. Great view of the creek and easy access from Bruton Rd.
03/31/2019,https://www.realtor.com/realestateandhomes-detail/6707-Ohana-Pl_Dallas_TX_75237_M81656-82355,32.667229999999996,-96.882646,6707 Ohana Pl,Dallas,TX,75237.0,205000.0,3.0,2.0,,1715.0,,0.38,Pending,120,286 days,Single Family Home,2013.0,,"Excellent Condition! Beautiful Ready to move in!! Home Built 2013 by custom builder 3 bed 2 bath brick home. Great for any type of home buyer. NO REPAIRS TO BE SOLD AS IS CONDITION BUYER TO ORDER NEW SURVEY. SELLER IS TO PAY BUYER TITLE POLICY WITH FULL PRICE OFFERS ONLY. SELLER WILL NOT CONTEMPLATE ANY OFFER UNDER SELLING PRICE.LOW BALL OFFERS BUYER TO PAY CLOSING COSTS, H-W, SURVEY. THE SELLER'S REQUIRES A TEMPORARY LEASE BACK FOR 10 DAYS AFTER CLOSING. DIMENSIONS HEREIN DISCLOSED ROOM SQFT, & SCHOOLS TO BE VERIFY BY BUYER'S AGENT OR BUYER. 8 DAYS OPTION, SIGNED SD, LENDER APPROVAL. TITLE CO NOT OPTION. DOCS NTREIS. IF BUYER IS NEEDING SELLER'S CONTRIBUTIONS MUST ADD AMOUNT ON TOP SP$205K"
03/31/2019,https://www.realtor.com/realestateandhomes-detail/906-Cristler-Ave_Dallas_TX_75223_M75643-74393,32.800871,-96.74419,906 Cristler Ave Lot 5,Dallas,TX,75223.0,112900.0,,,,,6490.0,,Active,,271 days,Land,1926.0,,Incredible opportunity to build in an up and coming neighborhood. This lot is within walking distance to Tenison Golf Course and Park. The Santa Fe Trail and White Rock Lake are nearby. This is a Fannie Mae Homepath property.
03/31/2019,https://www.realtor.com/realestateandhomes-detail/2449-Hooper-St_Dallas_TX_75215_M71174-71853,32.748658,-96.753632,2449 Hooper St,Dallas,TX,75215.0,150500.0,3.0,2.0,1.0,1610.0,,,Pending,93,388 days,Condo/Townhome/Row Home/Co-Op,2018.0,Traditional,"CONSTRUCTION BEGINS IN MAY 2018. Change has come to the Bexar Street Corridor- 8 Townhomes are going to be built in the area. Be a part of this exciting new experience. The Townhomes at Hooper Street - where comfort and convenience meet affordability. Our homes have been designed with some really nice touches, including hardwood floors, vaulted ceilings, and private fenced yards. Some features may be different and can be modified without notice. The community is located just minutes from downtown Dallas and convenient to schools and new retail development. Area attractions just minutes away include Fair Park, South Dallas Cultural Center, Museum of Nature & Science, and the Cotton Bowl."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/2455-Hooper-St_Dallas_TX_75215_M71185-52566,32.748206,-96.754149,2455 Hooper St,Dallas,TX,75215.0,150500.0,3.0,2.0,1.0,1610.0,,,Pending,93,388 days,Condo/Townhome/Row Home/Co-Op,2018.0,Traditional,"CONSTRUCTION BEGINS SOON. Change has come to the Bexar Street Corridor- 8 Townhomes are going to be built in the area. Be a part of this exciting new experience. The Townhomes at Hooper Street-where comfort and convenience meet affordability. Our homes have been designed with some really nice touches, including hardwood floors, vaulted ceilings, and private fenced yards. Some features may be different and can be modified without notice. The community is located just minutes from downtown Dallas and convenient to schools and new retail development. Area attractions just minutes away include Fair Park, South Dallas Cultural Center, Museum of Nature & Science, and the Cotton Bowl."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/13225-Goodland-St_Farmers-Branch_TX_75234_M88432-78989,32.924929999999996,-96.8951,13225 Goodland St,Farmers Branch,TX,75234.0,309950.0,3.0,3.0,1.0,1936.0,436.0,,Pending,160,391 days,Condo/Townhome/Row Home/Co-Op,2018.0,"Contemporary,Modern","41 unit urban townhomes, new construction in the heart of Farmers Branch- 2 floor plans. Includes nail down hardwoods, quartz countertops, ss appliances, 2 balconies and carpeting. 2 blocks to dart rail. Completion 2018."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/1212-Clifftop-Ln_Dallas_TX_75208_M85354-15591,,,1212 Clifftop Ln,Dallas,TX,75208.0,357000.0,2.0,2.0,1.0,1433.0,2788.0,,Pending,249,235 days,Single Family Home,2018.0,"Contemporary,Modern","PSW's newest Dallas community, Meridian! Located in happening West Dallas, Meridian is comprised of 53 clifftop urban homes overlooking downtown & the ever-expanding Trinity River Corridor Project's offerings of hike-bike trails, fabulous food, & eclectic seasonal events. Combine this neighborhood energy with home designs that live large in small footprints, & you have an amazing value opportunity for buyers to get more for their dollar than ever before. Standard high efficiency spray foam insulation & optional solar panels equal lower utility bills! Purchase now, pre-construction, and have the opportunity to design your home's color pallet and finishes! First move-in's estimated Winter 2018."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/5140-Northaven-Rd_Dallas_TX_75229_M89378-98350?ex=TX635013723,32.901926,-96.819047,5140 Northaven Rd Lot 16,Dallas,TX,75229.0,998000.0,,,,,,1.0,Active,,272 days,Land,1964.0,,"Wonderful opportunity to build on an acre lot in popular Russwood Acres! Tennis court, pool and beautiful live oaks grace this property. Super location and close to many private schools!"
03/31/2019,https://www.realtor.com/realestateandhomes-detail/3416-Stanford-Ave_Dallas_TX_75225_M82535-80700,32.853253,-96.787799,3416 Stanford Ave,University Park,TX,75225.0,1625000.0,4.0,4.0,1.0,4842.0,7013.0,,Pending,336,171 days,Single Family Home,1996.0,Tudor,"Beautiful Tudor in UP offers open floor plan ideal for family living & entertaining. Light filled formals & library lead to family room that overlooks landscaped backyard with pool & covered patio with built-in grill. Gourmet kitchen with ss appliances & island opens to breakfast & family room. Upstairs features master suite with updated bath & screened porch, 3 addition bedrooms & game room or 5th bedroom. Centrally located near schools, Snider Plaza and UP Pool."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/2006-Canyon-St_Dallas_TX_75203_M70198-82930,32.75062,-96.799815,2006 Canyon St,Dallas,TX,75203.0,220000.0,4.0,2.0,,2205.0,4792.0,,Pending,100,368 days,Single Family Home,2018.0,Traditional,"Four bedroom, two full baths and one car garage. Balcony for great view. Many upgrades. See floor planThe completion date is on or before July 1, 2018."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/717-Kessler-Lake-Dr_Dallas_TX_75208_M84475-98048,32.757565,-96.835054,717 Kessler Lake Dr Lot 2,Dallas,TX,75208.0,875000.0,,,,,,0.89,Active,,348 days,Land,1962.0,,"Build your dream home on one of the finest streets in Kessler! This 0.89-acre treed property, formerly containing a house and pool, is ready for your new house. Front circular drive and many stone landscape features in place. Irregular lot size 150 frontage, 230 and 280 side and 165 rear. Lot is subject to certain deed restrictions and may not be subdivided."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/808-Ann-Ave_Dallas_TX_75223_M78621-52018,32.786758,-96.763063,808 Ann Ave Lot 10,Dallas,TX,75223.0,80000.0,,,,,6708.0,,Active,,124 days,Land,1926.0,,Vacant Lot.
03/31/2019,https://www.realtor.com/realestateandhomes-detail/2415-Moffatt-Ave_Dallas_TX_75216_M89628-68458,32.700392,-96.782842,2415 Moffatt Ave Unit Tx,Dallas,TX,75216.0,169900.0,4.0,2.0,,1517.0,7057.0,,Pending,112,142 days,Single Family Home,2018.0,,"Brand new construction home ready for new owners. 4 bedrooms 2 baths plus a 1 car garage. Open and spacious, carpet in bedrooms, laminate, granite counters, dishwasher, stove and microwave. Priced to sell; won't last long. BUYER OR BUYERS AGENT TO VERIFY SCHOOS AND MEASUREMENTS."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/906-Kessler-Pkwy_Dallas_TX_75208_M73950-49842,32.762271999999996,-96.829425,906 Kessler Pkwy Lot 1 A,Dallas,TX,75208.0,899900.0,,,,,,0.95,Active,,297 days,Land,1950.0,,Gorgeous oversized corner lot in Kessler Park with plenty of mature trees and a beautiful stone sitting area next to creek! Amazing opportunity to bring your builder and create your dream home in the heart of Kessler Park! Located just minutes from downtown Dallas.
03/31/2019,https://www.realtor.com/realestateandhomes-detail/2600-Frankford-Rd_Dallas_TX_75287_M89292-27550,32.997451,-96.86598,2600 Frankford Rd,Dallas,TX,75287.0,50000.0,,,,,9365.0,,Active,,243 days,Land,,,
03/31/2019,https://www.realtor.com/realestateandhomes-detail/6108-Palo-Pinto-Ave_Dallas_TX_75214_M83142-51061,32.819848,-96.76131600000001,6108 Palo Pinto Ave,Dallas,TX,75214.0,359000.0,3.0,2.0,,1855.0,7492.0,,Pending,194,496 days,Single Family Home,1928.0,Tudor,"Charming historical Tudor home with tons of character on corner lot! Immaculate woodfloors, detailed crown molding and original stained glass windows. Granite tops and Italian tile in kitchen. Spacious and open with 2 living areas 3rd bedroom can used as a study. Prime location near all the restaurants off Greenville Ave and minutes from Downtown!"
03/31/2019,https://www.realtor.com/realestateandhomes-detail/11430-Midway-Rd_Dallas_TX_75229_M85452-59459,32.905147,-96.837899,11430 Midway Rd Lot 1,Dallas,TX,75229.0,595000.0,,,,,,0.41,Active,,271 days,Land,1961.0,,"Build to suit LOT only! Convenient North Dallas location, this lot is ready for a builder to build your new home. Located east side of Midway Rd. Just north of Royal Ln. DISD schools, also conveniently located near Dallas best private schools; Good Shepherd, ESD, Hockaday, St. Rita, St. Monica, Jesuit, Ursuline, Parrish, Lamp Lighter and St. Marks. Also convenient to Dallas Love Field, D-FW Airport, Galleria and NorthPark Center. Great location in coveted North Highland Estates."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/4309-Livingston-Ave_Dallas_TX_75205_M82870-51782,32.834663,-96.80761,4309 Livingston Ave Lot 14,Highland Park,TX,75205.0,,,0.0,,,8250.0,,Sold,No Info,,Land,1966.0,,", - Highland Park lot offering rare opportunity to build in coveted location just steps from Highland Park Village and Bradfield Elementary. This 60 x137 lots offers 8, 220 sq feet of land allowing for buyer to build to suit. With convenient access to the Dallas North Tollway and Preston Road plus shopping, fine dining, parks, entertainment and exemplary schools this location cannot be beat."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/1926-Berwick-Ave_Dallas_TX_75203_M81792-61038,32.72676,-96.797319,1926 Berwick Ave,Dallas,TX,75203.0,265000.0,3.0,2.0,,2225.0,7667.0,,Pending,119,487 days,Single Family Home,1947.0,Craftsman,"Welcome Home! This home has been completed remodeled from top to bottom. Enjoy your open kitchen with new cabinets, granite countertops, kitchen bar that seats 3, open concept, Office with separate entrance, barn door and pocket door separates the kitchen from family room, large family room with built-in fireplace and book selves on both sides of fire place, original wood floors runs through front of home, large bedrooms. Master is so large you can have a sitting area along with office. His and her's closets in master. Master bathroom has large shower with bench. Large backyard. Walking distance from Cedar Crest Golf Course"
03/31/2019,https://www.realtor.com/realestateandhomes-detail/6359-Marquita-Ave_Dallas_TX_75214_M77771-46997,32.825868,-96.753523,6359 Marquita Ave,Dallas,TX,75214.0,449900.0,3.0,2.0,,1525.0,8712.0,,Pending,295,496 days,Single Family Home,1953.0,Traditional,"Fabulous 3 Bed, 2 Bath home in the M Streets is conveniently located on a Large Lot with Mature Trees. Interior of home has Hardwood Floors, Recessed Lighting and Crown Molding. 2-Car Oversized Attached Garage has a separate Large Workshop. Lovely Tree-Shaded Backyard is Great for Entertaining Family and Friends! AC, Roof and Water Heater are Newer. Currently tenant occupied at $2,350-month through May 31, 2018. Tenants may move before lease ends. Great for investor or end user! Listing Broker is Related to Sellers."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/30-Clifftop-Ln_Dallas_TX_75208_M74189-88148,32.665873,-96.989981,30 Clifftop Ln,Dallas,TX,75208.0,399000.0,3.0,2.0,1.0,1667.0,3485.0,,Pending,239,488 days,Single Family Home,2018.0,"Contemporary,Modern","NOW PRE-SELLING PSW's newest Dallas community, Meridian! Located in happening West Dallas, Meridian is comprised of 53 clifftop urban homes overlooking downtown & the ever-expanding Trinity River Corridor Project's offerings of hike-bike trails, fabulous food, & eclectic seasonal events. Combine this neighborhood energy with home designs that live large in small footprints, & you have an amazing value opportunity for buyers to get more for their dollar than ever before. Standard high efficiency spray foam insulation & optional solar panels equal lower utility bills! Purchase now, pre-construction, and have the opportunity to design your home's color pallet and finishes! First move-in's estimated Fall 2018."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/2430-Springhill-Dr_Dallas_TX_75228_M86175-55233,32.814515,-96.69767,2430 Springhill Dr,Dallas,TX,75228.0,399000.0,3.0,2.0,,1787.0,,0.39,Pending,223,178 days,Single Family Home,1960.0,,"Stunning renovation offers contemporary styling on .391 cantilevered creek lot near White Rock Lake & within the highly-rated Sanger Elementary school zone. Large open floor plan great for entertaining. Refinished nailed down Hardwood floors. Custom-designed kitchen offers xlrge sparkling quartz island w deep storage beneath, myriad to ceiling custom cabs w pull out drawers. Glass subway tile & ss appliances. Ensuite master has sitting area-jetted full body shower panel & soaking tub bath. Both baths renov. Enjoy evenings w panoramic views to creek. Covered patio is perfect for entertaining. Near the popular Casa Linda shopping center, Dallas Arboretum, running & biking trails at White Rock & more."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/4802-Baldwin-St_Dallas_TX_75210_M83360-57321,32.77848400000001,-96.742902,4802 Baldwin St,Dallas,TX,75210.0,0.0,3.0,2.0,,1410.0,,,Off Market,No Info,,Single Family Home,2018.0,,", -
                      4802 Baldwin St, Dallas, TX 75210 is a single family home built in 2018. ,According to the Dallas public records, the property at 4802 Baldwin St, Dallas, TX 75210 has approximately 1,410 square feet, 3 beds and 2 baths. Nearby schools include Paul L Dunbar Learning Center School, Billy Earl Dade Middle School and James Madison High School."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/4060-Spring-Valley-Rd-406_Farmers-Branch_TX_75244_M83702-67670,32.939634000000005,-96.839827,4060 Spring Valley Rd Unit 406,Farmers Branch,TX,75244.0,420000.0,3.0,3.0,1.0,2679.0,,1.66,Pending,157,496 days,Condo/Townhome/Row Home/Co-Op,2016.0,Traditional,"Introducing Farmers Branch's newest and best addition with the Uptown lifestyle, Vita! 34 Stunning modern townhomes with luxury finish outs! Features offer rooftop patios, 2 car garages, 3.5 baths, optional hardwood flooring, high end appliance packages, ideal location!! Corner Unit!"
03/31/2019,https://www.realtor.com/realestateandhomes-detail/4060-Spring-Valley-Rd-Apt-108_Farmers-Branch_TX_75244_M77554-12115,32.939576,-96.840073,4060 Spring Valley Rd Unit 108,Farmers Branch,TX,75244.0,400000.0,3.0,3.0,1.0,2250.0,,1.66,Pending,178,496 days,Condo/Townhome/Row Home/Co-Op,2016.0,,"Introducing Vita!!! Bringing Uptown north. 34 stunning modern townhomes with luxury finishes! All feature rooftop patios, 2 car garages, 3.5 baths, hardwood flooring in ideal Farmers Branch location!!!"
03/31/2019,https://www.realtor.com/realestateandhomes-detail/9416-Metz-Ave_Dallas_TX_75232_M81033-38941,32.63431,-96.83519100000001,9416 Metz Ave,Dallas,TX,75232.0,124900.0,2.0,,,672.0,,0.24,Active,186,239 days,Single Family Home,1943.0,Traditional,"Investor special. Home is sold as is , seller to make no repairs. Home to be shown to acceptable offer."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/11-Crown-View-Ln_Dallas_TX_75208_M74176-09309,,,11 Crown View Ln,Dallas,TX,75208.0,379000.0,3.0,2.0,1.0,1558.0,3049.0,,Pending,243,488 days,Single Family Home,2018.0,"Contemporary,Modern","NOW PRE-SELLING PSW's newest Dallas community, Meridian! Located in happening West Dallas, Meridian is comprised of 53 clifftop urban homes overlooking downtown & the ever-expanding Trinity River Corridor Project's offerings of hike-bike trails, fabulous food, & eclectic seasonal events. Combine this neighborhood energy with home designs that live large in small footprints, & you have an amazing value opportunity for buyers to get more for their dollar than ever before. Standard high efficiency spray foam insulation & optional solar panels equal lower utility bills! Purchase now, pre-construction, and have the opportunity to design your home's color pallet and finishes! First move-in's estimated Fall 2018."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/2400-S-Ledbetter-Dr_Dallas_TX_75236_M87220-01794,32.71833,-96.91546,2400 S Ledbetter Dr,Dallas,TX,75236.0,950000.0,,,,,,3.0,Active,,10 days,Land,,,3 Acres zoned commercial. This property backs up to Dallas Auto Auction. Perfect investment property for multiple clients. Call today to see property.
03/31/2019,https://www.realtor.com/realestateandhomes-detail/4414-Frank-St_Dallas_TX_75210_M80814-70252,32.775831,-96.744805,4414 Frank St,Dallas,TX,75210.0,110000.0,3.0,2.0,,1326.0,4661.0,,Pending,83,496 days,Single Family Home,2018.0,,"Hurry and reserve this lot for a beautiful new home. This home will be built on Frank Street and is one of several new homes being built on that street. Easy access to the DART bus and light rail. The proposed property has 3 bedrooms, 2 baths, 1 car garage, walk-in closets, open living and kitchen area, appliance package, and is energy efficient. Owner-occupant buyers may qualify for up to $20,000 in down payment assistance."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/1451-Tempest-Dr_Dallas_TX_75217_M86822-74284,32.685495,-96.64855,1451 Tempest Dr,Dallas,TX,75217.0,122000.0,3.0,2.0,,1358.0,7100.0,,Active,90,265 days,Single Family Home,1964.0,Ranch,Great starter home for a large family.
03/31/2019,https://www.realtor.com/realestateandhomes-detail/2502-Live-Oak-St-Apt-201_Dallas_TX_75204_M75891-09041,32.786886,-96.790692,2502 Live Oak St Apt 201,Dallas,TX,75204.0,214000.0,2.0,,,851.0,,,Pending,251,471 days,Condo/Townhome/Row Home/Co-Op,1998.0,,"Sought after condo bordering Downtown Dallas and Deep Ellum! Be a part of the city's fastest developing area! Concrete floors, huge windows and a spacious floorplan give life to this beautiful unit. Walking distance from the Farmer's Market and everything Deep Ellum and Downtown Dallas has to offer in one of the most walkable locations in Dallas! Washer, dryer and refrigerator stay with unit for acceptable offer. The Condo's view is that of Downtown Dallas and light rail is less than a block away, great access to the entire city without driving! Don't miss this rare opportunity to own a loft in the heart of the city!"
03/31/2019,https://www.realtor.com/realestateandhomes-detail/7-Vanguard-Way_Dallas_TX_75243_M82000-38925,32.904251,-96.763731,7 Vanguard Way Lot 28,Dallas,TX,75243.0,275000.0,,,,,,0.5,Active,,432 days,Land,,,"This lot was available briefly, then went off market, leaving only 88 Vanguard Way available for custom build. Now it is available with construction documents by Andersson-Wise Architects and it is the last lot available on the West side of Vanguard Way in Urban Reserve. It has the added feature of being located high above the Dart Rail, therefore no blocking of the view. The architectural drawings are sustainably designed with the contemporary style typical in Urban Reserve. The architect will work with buyer as needed to adjust, revise, and rework. If desired, buyer can use their own architect. Renderings for specific rooms of the design coming soon. Please contact agent with questions, requests, etc."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/1830-Pollard-St_Dallas_TX_75208_M84410-08884,32.771427,-96.849289,1830 Pollard St Lot 23,Dallas,TX,75208.0,375000.0,,,,,,0.23,Active,,283 days,Land,,,The value is in the Lot. Huge lot with mature trees. Lot next door is also for sale. 1834 Pollard. Great location for new condos. Minutes from downtown and views of the city.
03/31/2019,https://www.realtor.com/realestateandhomes-detail/2811-Fordham-Rd_Dallas_TX_75216_M87631-50122,32.709317,-96.77816700000001,2811 Fordham Rd Lot 89,Dallas,TX,75216.0,50000.0,,,,,,0.51,Active,,291 days,Land,1948.0,,"Calling all investors or individuals who are looking to build a new home close to Dallas, Tx. This lot is nestled between newer and older structures. A 50x430 lot will allow you plenty of backyard space for entertaining. Most newer homes in the area are 4bed 3bath. Drive the area and see for yourself how this area is changing. You don't want to miss the opportunity of building your dream home close to Dallas."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/4215-Memory-Lane-Blvd_Dallas_TX_75241_M85258-80495,32.663398,-96.753816,4215 Memory Lane Blvd Lot 1,Dallas,TX,75241.0,300000.0,,,,,,4.88,Active,,419 days,Land,,,
03/31/2019,https://www.realtor.com/realestateandhomes-detail/1216-Dowdy-Ferry-Tract-4-Dr_Dallas_TX_75217_M86835-51748,32.699159,-96.676263,1216 Dowdy Ferry Rd # Tract4,Dallas,TX,75217.0,0.0,,,,,,,Off Market,No Info,,Land,,,", -
                      Here is a beautiful 5.75 acre tract of a 23 acre parcel (owner will subdivide, currently proposed for 4 tracts) prime for residential development. Level topography, all city services and utilities available, native hardwoods, native grasslands, minutes from downtown Dallas and easy highway access. This listing is Tract Four of Four."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/11800-Audelia-Rd_Dallas_TX_75243_M82263-58921,32.910908,-96.717609,11800 Audelia Rd,Dallas,TX,75243.0,199500.0,,,,,,1.92,Active,,496 days,Land,,,"Great commercial property in the Dallas, Richardson area. Incredible opportunity for a growing business."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/1827-Fordham-Rd_Dallas_TX_75216_M78443-03313,32.699301,-96.796524,1827 Fordham Rd,Dallas,TX,75216.0,29900.0,4.0,2.0,,1174.0,6534.0,,Pending,25,496 days,Single Family Home,1950.0,,
03/31/2019,https://www.realtor.com/realestateandhomes-detail/2212-Worthington-St_Dallas_TX_75204_M84279-05306,32.795554,-96.797411,2212 Worthington St,Dallas,TX,75204.0,1136220.0,3.0,3.0,2.0,3482.0,1568.0,,Pending,326,496 days,Condo/Townhome/Row Home/Co-Op,2019.0,French,"Place Prevot Phase ll. Elegant new construction town home in the heart of State Thomas! Wonderful opportunity to make it your own! Magnificent four story residence with two living areas, gourmet kitchen, granite counter tops, hardwoods and lueders cut limestone on the exterior. Three bedrooms, sitting room off master, 3.2 baths, two balconies, elevator and fifth floor rooftop deck options. Breathtaking downtown views!"
03/31/2019,https://www.realtor.com/realestateandhomes-detail/4820-Junius-St_Dallas_TX_75246_M73937-12913,32.798624,-96.76859300000001,4820 Junius St Lot 9,Dallas,TX,75246.0,218000.0,,,,,7562.0,,Active,,379 days,Land,,,"Vacant Lot - Drive by and see it4820 Junius St. otherwise known as Lot 9, 55x137.5, 7, 562 SQFT, Junius R. Fitzhugh, Block 794, T.J. Rogers Subdivision, Vol. 219, Pg. 362, DRDCT, Dallas, Tx 75246This lot is subject to Peak's Suburban Addition Historic District Building codes."
